MAHALLE,YIL,AY,HIZ_OLAY,TOPLAM_OLAY,LABEL
Acıbadem,2013,4,0,1,0
Acıbadem,2013,5,0,4,0
Acıbadem,2013,6,0,1,0
Acıbadem,2013,7,0,2,0
Acıbadem,2013,8,0,1,0
Acıbadem,2013,9,0,8,0
Acıbadem,2013,10,0,10,0
Acıbadem,2013,11,0,6,0
Acıbadem,2014,1,0,6,0
Acıbadem,2014,3,0,3,0
Acıbadem,2014,4,0,9,0
Acıbadem,2014,5,0,6,0
Acıbadem,2014,6,0,3,0
Acıbadem,2014,7,0,2,0
Acıbadem,2014,8,0,2,0
Acıbadem,2014,9,0,1,0
Acıbadem,2014,10,0,2,0
Acıbadem,2014,11,0,1,0
Acıbadem,2014,12,0,1,0
Acıbadem,2015,1,0,1,0
Acıbadem,2015,2,0,3,0
Acıbadem,2015,3,0,3,0
Acıbadem,2015,4,0,3,0
Acıbadem,2015,5,0,3,0
Acıbadem,2015,6,0,3,0
Acıbadem,2015,7,0,1,0
Acıbadem,2015,8,0,6,0
Acıbadem,2015,9,0,6,0
Acıbadem,2015,10,0,4,0
Acıbadem,2015,11,0,6,0
Acıbadem,2015,12,0,5,0
Acıbadem,2016,1,0,4,0
Acıbadem,2016,2,0,3,0
Acıbadem,2016,3,0,5,0
Acıbadem,2016,4,0,10,0
Acıbadem,2016,5,0,7,0
Acıbadem,2016,6,0,8,0
Acıbadem,2016,7,0,4,0
Acıbadem,2016,8,0,8,0
Acıbadem,2016,9,0,15,0
Acıbadem,2016,10,0,8,0
Acıbadem,2016,11,0,15,0
Acıbadem,2016,12,0,12,0
Acıbadem,2017,1,0,10,0
Acıbadem,2017,2,0,21,0
Acıbadem,2017,3,0,12,0
Acıbadem,2017,4,0,12,0
Acıbadem,2017,5,0,11,0
Acıbadem,2017,6,0,12,0
Acıbadem,2017,7,0,7,0
Acıbadem,2017,8,0,5,0
Acıbadem,2017,9,0,9,0
Acıbadem,2017,10,0,16,0
Acıbadem,2017,11,0,8,0
Acıbadem,2017,12,0,6,0
Acıbadem,2018,1,0,2,0
Acıbadem,2018,2,0,8,0
Acıbadem,2018,3,0,7,0
Acıbadem,2018,4,0,6,0
Acıbadem,2018,5,0,5,0
Acıbadem,2018,6,0,3,0
Acıbadem,2018,7,0,14,0
Acıbadem,2018,8,0,8,0
Acıbadem,2018,9,0,6,0
Acıbadem,2018,10,0,4,0
Acıbadem,2018,11,0,7,0
Acıbadem,2018,12,0,2,0
Acıbadem,2019,1,0,3,0
Acıbadem,2019,2,0,4,0
Acıbadem,2019,3,0,10,0
Acıbadem,2019,4,0,5,0
Acıbadem,2019,5,0,2,0
Acıbadem,2019,8,0,4,0
Acıbadem,2019,9,0,1,0
Acıbadem,2019,10,0,5,0
Acıbadem,2019,11,0,3,0
Acıbadem,2019,12,0,4,0
Acıbadem,2020,1,0,6,0
Acıbadem,2020,2,0,6,0
Acıbadem,2020,3,0,1,0
Acıbadem,2020,6,0,7,0
Acıbadem,2020,7,0,5,0
Acıbadem,2020,8,0,2,0
Acıbadem,2020,9,0,2,0
Acıbadem,2020,10,0,8,0
Acıbadem,2020,11,0,5,0
Acıbadem,2020,12,0,3,0
Acıbadem,2021,1,0,1,0
Acıbadem,2021,2,0,2,0
Acıbadem,2021,3,0,2,0
Acıbadem,2021,4,0,3,0
Acıbadem,2021,5,0,2,0
Acıbadem,2021,6,0,2,0
Acıbadem,2021,7,0,1,0
Acıbadem,2021,8,0,8,0
Acıbadem,2021,9,0,7,0
Acıbadem,2021,10,0,5,0
Acıbadem,2021,11,0,6,0
Acıbadem,2021,12,0,4,0
Acıbadem,2022,1,0,3,0
Acıbadem,2022,2,0,6,0
Acıbadem,2022,3,0,4,0
Acıbadem,2022,4,0,7,0
Acıbadem,2022,5,0,2,0
Acıbadem,2022,6,0,3,0
Acıbadem,2022,7,0,6,0
Acıbadem,2022,8,0,3,0
Acıbadem,2022,9,0,6,0
Acıbadem,2022,10,0,5,0
Acıbadem,2022,11,0,8,0
Acıbadem,2022,12,0,5,0
Acıbadem,2023,1,0,2,0
Acıbadem,2023,2,0,10,0
Acıbadem,2023,3,0,5,0
Acıbadem,2023,4,0,3,0
Acıbadem,2023,5,0,8,0
Acıbadem,2023,6,0,7,0
Acıbadem,2023,7,0,4,0
Acıbadem,2023,8,0,3,0
Acıbadem,2023,9,0,4,0
Acıbadem,2023,10,0,6,0
Acıbadem,2023,11,0,5,0
Acıbadem,2023,12,0,7,0
Acıbadem,2024,1,0,3,0
Acıbadem,2024,2,0,5,0
Acıbadem,2024,3,0,7,0
Acıbadem,2024,4,0,4,0
Acıbadem,2024,5,0,4,0
Acıbadem,2024,6,0,2,0
Acıbadem,2024,7,0,6,0
Acıbadem,2024,8,0,1,0
Acıbadem,2024,9,0,1,0
Acıbadem,2024,10,0,5,0
Acıbadem,2024,11,0,2,0
Acıbadem,2024,12,0,7,0
Acıbadem,2025,2,0,2,0
Aksaray,2013,4,0,5,0
Aksaray,2013,5,0,4,0
Aksaray,2013,6,0,3,0
Aksaray,2013,7,0,3,0
Aksaray,2013,8,0,2,0
Aksaray,2013,9,0,1,0
Aksaray,2013,10,0,6,0
Aksaray,2013,11,0,5,0
Aksaray,2014,1,0,7,0
Aksaray,2014,2,0,6,0
Aksaray,2014,3,0,6,0
Aksaray,2014,4,0,8,0
Aksaray,2014,5,0,4,0
Aksaray,2014,6,0,3,0
Aksaray,2014,7,0,5,0
Aksaray,2014,8,0,1,0
Aksaray,2014,9,0,4,0
Aksaray,2014,10,0,2,0
Aksaray,2014,11,0,2,0
Aksaray,2014,12,0,4,0
Aksaray,2015,1,0,6,0
Aksaray,2015,2,0,3,0
Aksaray,2015,3,0,4,0
Aksaray,2015,4,0,4,0
Aksaray,2015,5,0,5,0
Aksaray,2015,6,0,5,0
Aksaray,2015,7,0,10,0
Aksaray,2015,8,0,11,0
Aksaray,2015,9,0,6,0
Aksaray,2015,10,0,5,0
Aksaray,2015,11,0,3,0
Aksaray,2015,12,0,4,0
Aksaray,2016,1,0,5,0
Aksaray,2016,2,0,6,0
Aksaray,2016,3,0,11,0
Aksaray,2016,4,0,11,0
Aksaray,2016,5,0,4,0
Aksaray,2016,6,0,12,0
Aksaray,2016,7,0,7,0
Aksaray,2016,8,0,4,0
Aksaray,2016,9,0,9,0
Aksaray,2016,10,0,10,0
Aksaray,2016,11,0,5,0
Aksaray,2016,12,0,9,0
Aksaray,2017,1,0,8,0
Aksaray,2017,2,0,5,0
Aksaray,2017,3,0,14,0
Aksaray,2017,4,0,16,0
Aksaray,2017,5,0,9,0
Aksaray,2017,6,0,4,0
Aksaray,2017,7,0,6,0
Aksaray,2017,8,0,17,0
Aksaray,2017,9,0,6,0
Aksaray,2017,10,0,14,0
Aksaray,2017,11,0,4,0
Aksaray,2017,12,0,4,0
Aksaray,2018,1,0,7,0
Aksaray,2018,2,0,6,0
Aksaray,2018,3,0,3,0
Aksaray,2018,4,0,7,0
Aksaray,2018,5,0,7,0
Aksaray,2018,6,0,7,0
Aksaray,2018,7,0,4,0
Aksaray,2018,8,0,10,0
Aksaray,2018,9,0,8,0
Aksaray,2018,10,0,4,0
Aksaray,2018,11,0,8,0
Aksaray,2018,12,0,8,0
Aksaray,2019,1,0,6,0
Aksaray,2019,2,0,11,0
Aksaray,2019,3,0,2,0
Aksaray,2019,4,0,5,0
Aksaray,2019,5,0,3,0
Aksaray,2019,6,0,2,0
Aksaray,2019,7,0,6,0
Aksaray,2019,8,0,3,0
Aksaray,2019,9,0,4,0
Aksaray,2019,10,0,2,0
Aksaray,2019,11,0,4,0
Aksaray,2019,12,0,4,0
Aksaray,2020,1,0,5,0
Aksaray,2020,2,0,3,0
Aksaray,2020,3,0,3,0
Aksaray,2020,4,0,2,0
Aksaray,2020,5,0,1,0
Aksaray,2020,6,0,6,0
Aksaray,2020,7,0,7,0
Aksaray,2020,8,0,3,0
Aksaray,2020,9,0,3,0
Aksaray,2020,10,0,6,0
Aksaray,2020,11,0,1,0
Aksaray,2020,12,0,1,0
Aksaray,2021,1,0,3,0
Aksaray,2021,2,0,4,0
Aksaray,2021,3,0,8,0
Aksaray,2021,5,0,3,0
Aksaray,2021,6,0,1,0
Aksaray,2021,8,0,4,0
Aksaray,2021,9,0,5,0
Aksaray,2021,10,0,8,0
Aksaray,2021,11,0,5,0
Aksaray,2021,12,0,6,0
Aksaray,2022,1,0,2,0
Aksaray,2022,2,0,9,0
Aksaray,2022,3,0,3,0
Aksaray,2022,4,0,3,0
Aksaray,2022,5,0,4,0
Aksaray,2022,6,0,3,0
Aksaray,2022,7,0,1,0
Aksaray,2022,8,0,2,0
Aksaray,2022,9,0,2,0
Aksaray,2022,10,0,1,0
Aksaray,2022,11,0,6,0
Aksaray,2022,12,0,4,0
Aksaray,2023,1,0,3,0
Aksaray,2023,2,0,6,0
Aksaray,2023,3,0,5,0
Aksaray,2023,4,0,2,0
Aksaray,2023,5,0,2,0
Aksaray,2023,6,0,2,0
Aksaray,2023,7,0,6,0
Aksaray,2023,8,0,1,0
Aksaray,2023,9,0,1,0
Aksaray,2023,10,0,1,0
Aksaray,2023,11,0,4,0
Aksaray,2023,12,0,5,0
Aksaray,2024,1,0,9,0
Aksaray,2024,2,0,6,0
Aksaray,2024,3,0,2,0
Aksaray,2024,4,0,1,0
Aksaray,2024,5,0,3,0
Aksaray,2024,6,0,3,0
Aksaray,2024,7,0,4,0
Aksaray,2024,8,0,5,0
Aksaray,2024,9,0,5,0
Aksaray,2024,10,0,4,0
Aksaray,2024,11,0,5,0
Aksaray,2024,12,0,10,0
Aksaray,2025,1,0,6,0
Aksaray,2025,2,0,9,0
Aksaray,2025,3,0,1,0
Akören,2022,11,0,1,0
Avcılar,2013,4,0,16,0
Avcılar,2013,5,0,33,0
Avcılar,2013,6,0,39,0
Avcılar,2013,7,0,21,0
Avcılar,2013,8,0,32,0
Avcılar,2013,9,0,53,0
Avcılar,2013,10,0,34,0
Avcılar,2013,11,0,23,0
Avcılar,2013,12,0,16,0
Avcılar,2014,1,0,19,0
Avcılar,2014,2,0,21,0
Avcılar,2014,3,0,30,0
Avcılar,2014,4,0,38,0
Avcılar,2014,5,0,29,0
Avcılar,2014,6,0,41,0
Avcılar,2014,7,0,38,0
Avcılar,2014,8,0,28,0
Avcılar,2014,9,0,31,0
Avcılar,2014,10,0,26,0
Avcılar,2014,11,0,22,0
Avcılar,2014,12,0,17,0
Avcılar,2015,1,0,18,0
Avcılar,2015,2,0,12,0
Avcılar,2015,3,0,25,0
Avcılar,2015,4,0,11,0
Avcılar,2015,5,0,26,0
Avcılar,2015,6,0,46,0
Avcılar,2015,7,0,67,0
Avcılar,2015,8,0,92,0
Avcılar,2015,9,0,69,0
Avcılar,2015,10,0,65,0
Avcılar,2015,11,0,50,0
Avcılar,2015,12,0,80,0
Avcılar,2016,1,0,72,0
Avcılar,2016,2,0,48,0
Avcılar,2016,3,0,90,0
Avcılar,2016,4,0,97,0
Avcılar,2016,5,0,99,0
Avcılar,2016,6,0,118,0
Avcılar,2016,7,0,52,0
Avcılar,2016,8,0,102,0
Avcılar,2016,9,0,80,0
Avcılar,2016,10,0,90,0
Avcılar,2016,11,0,104,0
Avcılar,2016,12,0,116,0
Avcılar,2017,1,0,79,0
Avcılar,2017,2,0,90,0
Avcılar,2017,3,0,140,0
Avcılar,2017,4,0,144,0
Avcılar,2017,5,0,126,0
Avcılar,2017,6,0,123,0
Avcılar,2017,7,0,120,0
Avcılar,2017,8,0,55,0
Avcılar,2017,9,0,51,0
Avcılar,2017,10,0,64,0
Avcılar,2017,11,0,52,0
Avcılar,2017,12,0,36,0
Avcılar,2018,1,0,36,0
Avcılar,2018,2,0,30,0
Avcılar,2018,3,0,44,0
Avcılar,2018,4,0,60,0
Avcılar,2018,5,0,46,0
Avcılar,2018,6,0,60,0
Avcılar,2018,7,0,60,0
Avcılar,2018,8,0,65,0
Avcılar,2018,9,0,54,0
Avcılar,2018,10,0,52,0
Avcılar,2018,11,0,47,0
Avcılar,2018,12,0,53,0
Avcılar,2019,1,0,32,0
Avcılar,2019,2,0,26,0
Avcılar,2019,3,0,61,0
Avcılar,2019,4,0,47,0
Avcılar,2019,5,0,39,0
Avcılar,2019,6,0,41,0
Avcılar,2019,7,0,61,0
Avcılar,2019,8,0,51,0
Avcılar,2019,9,0,46,0
Avcılar,2019,10,0,40,0
Avcılar,2019,11,0,37,0
Avcılar,2019,12,0,29,0
Avcılar,2020,1,0,49,0
Avcılar,2020,2,0,56,0
Avcılar,2020,3,0,37,0
Avcılar,2020,4,0,31,0
Avcılar,2020,5,0,13,0
Avcılar,2020,6,0,66,0
Avcılar,2020,7,0,66,0
Avcılar,2020,8,0,54,0
Avcılar,2020,9,0,47,0
Avcılar,2020,10,0,57,0
Avcılar,2020,11,0,49,0
Avcılar,2020,12,0,41,0
Avcılar,2021,1,0,23,0
Avcılar,2021,2,0,12,0
Avcılar,2021,3,0,33,0
Avcılar,2021,4,0,27,0
Avcılar,2021,5,0,13,0
Avcılar,2021,6,0,31,0
Avcılar,2021,7,0,51,0
Avcılar,2021,8,0,68,0
Avcılar,2021,9,0,55,0
Avcılar,2021,10,0,50,0
Avcılar,2021,11,0,57,0
Avcılar,2021,12,0,45,0
Avcılar,2022,1,0,43,0
Avcılar,2022,2,0,46,0
Avcılar,2022,3,0,51,0
Avcılar,2022,4,0,37,0
Avcılar,2022,5,0,40,0
Avcılar,2022,6,0,48,0
Avcılar,2022,7,0,36,0
Avcılar,2022,8,0,37,0
Avcılar,2022,9,0,61,0
Avcılar,2022,10,0,41,0
Avcılar,2022,11,0,41,0
Avcılar,2022,12,0,34,0
Avcılar,2023,1,0,46,0
Avcılar,2023,2,0,35,0
Avcılar,2023,3,0,40,0
Avcılar,2023,4,0,24,0
Avcılar,2023,5,0,42,0
Avcılar,2023,6,0,44,0
Avcılar,2023,7,0,46,0
Avcılar,2023,8,0,38,0
Avcılar,2023,9,0,37,0
Avcılar,2023,10,0,37,0
Avcılar,2023,11,0,37,0
Avcılar,2023,12,0,21,0
Avcılar,2024,1,0,47,0
Avcılar,2024,2,0,36,0
Avcılar,2024,3,0,59,0
Avcılar,2024,4,0,54,0
Avcılar,2024,5,0,46,0
Avcılar,2024,6,0,41,0
Avcılar,2024,7,0,53,0
Avcılar,2024,8,0,48,0
Avcılar,2024,9,0,39,0
Avcılar,2024,10,0,64,0
Avcılar,2024,11,0,66,0
Avcılar,2024,12,0,55,0
Avcılar,2025,1,0,53,0
Avcılar,2025,2,0,29,0
Avcılar,2025,3,0,6,0
Bakırköy,2013,4,0,3,0
Bakırköy,2013,5,0,14,0
Bakırköy,2013,6,0,14,0
Bakırköy,2013,7,0,7,0
Bakırköy,2013,8,0,14,0
Bakırköy,2013,9,0,31,0
Bakırköy,2013,10,0,5,0
Bakırköy,2013,11,0,5,0
Bakırköy,2013,12,0,3,0
Bakırköy,2014,1,0,15,0
Bakırköy,2014,2,0,13,0
Bakırköy,2014,3,0,12,0
Bakırköy,2014,4,0,19,0
Bakırköy,2014,5,0,14,0
Bakırköy,2014,6,0,8,0
Bakırköy,2014,7,0,6,0
Bakırköy,2014,8,0,8,0
Bakırköy,2014,9,0,14,0
Bakırköy,2014,10,0,4,0
Bakırköy,2014,11,0,3,0
Bakırköy,2014,12,0,8,0
Bakırköy,2015,1,0,5,0
Bakırköy,2015,2,0,6,0
Bakırköy,2015,3,0,9,0
Bakırköy,2015,4,0,7,0
Bakırköy,2015,5,0,8,0
Bakırköy,2015,6,0,4,0
Bakırköy,2015,7,0,8,0
Bakırköy,2015,8,0,5,0
Bakırköy,2015,9,0,9,0
Bakırköy,2015,10,0,10,0
Bakırköy,2015,11,0,9,0
Bakırköy,2015,12,0,14,0
Bakırköy,2016,1,0,14,0
Bakırköy,2016,2,0,18,0
Bakırköy,2016,3,0,7,0
Bakırköy,2016,4,0,11,0
Bakırköy,2016,5,0,15,0
Bakırköy,2016,6,0,13,0
Bakırköy,2016,7,0,3,0
Bakırköy,2016,8,0,4,0
Bakırköy,2016,9,0,10,0
Bakırköy,2016,10,0,12,0
Bakırköy,2016,11,0,11,0
Bakırköy,2016,12,0,24,0
Bakırköy,2017,1,0,21,0
Bakırköy,2017,2,0,16,0
Bakırköy,2017,3,0,34,0
Bakırköy,2017,4,0,24,0
Bakırköy,2017,5,0,21,0
Bakırköy,2017,6,0,16,0
Bakırköy,2017,7,0,39,0
Bakırköy,2017,8,0,33,0
Bakırköy,2017,9,0,10,0
Bakırköy,2017,10,0,14,0
Bakırköy,2017,11,0,10,0
Bakırköy,2017,12,0,6,0
Bakırköy,2018,1,0,20,0
Bakırköy,2018,2,0,9,0
Bakırköy,2018,3,0,14,0
Bakırköy,2018,4,0,11,0
Bakırköy,2018,5,0,4,0
Bakırköy,2018,6,0,11,0
Bakırköy,2018,7,0,8,0
Bakırköy,2018,8,0,8,0
Bakırköy,2018,9,0,9,0
Bakırköy,2018,10,0,13,0
Bakırköy,2018,11,0,16,0
Bakırköy,2018,12,0,6,0
Bakırköy,2019,1,0,14,0
Bakırköy,2019,2,0,9,0
Bakırköy,2019,3,0,12,0
Bakırköy,2019,4,0,8,0
Bakırköy,2019,5,0,3,0
Bakırköy,2019,6,0,6,0
Bakırköy,2019,7,0,9,0
Bakırköy,2019,8,0,3,0
Bakırköy,2019,9,0,6,0
Bakırköy,2019,10,0,10,0
Bakırköy,2019,11,0,6,0
Bakırköy,2019,12,0,11,0
Bakırköy,2020,1,0,12,0
Bakırköy,2020,2,0,14,0
Bakırköy,2020,3,0,11,0
Bakırköy,2020,4,0,5,0
Bakırköy,2020,5,0,2,0
Bakırköy,2020,6,0,12,0
Bakırköy,2020,7,0,10,0
Bakırköy,2020,8,0,9,0
Bakırköy,2020,9,0,12,0
Bakırköy,2020,10,0,12,0
Bakırköy,2020,11,0,4,0
Bakırköy,2020,12,0,8,0
Bakırköy,2021,1,0,13,0
Bakırköy,2021,2,0,5,0
Bakırköy,2021,3,0,6,0
Bakırköy,2021,4,0,7,0
Bakırköy,2021,5,0,3,0
Bakırköy,2021,6,0,12,0
Bakırköy,2021,7,0,11,0
Bakırköy,2021,8,0,8,0
Bakırköy,2021,9,0,11,0
Bakırköy,2021,10,0,7,0
Bakırköy,2021,11,0,22,0
Bakırköy,2021,12,0,12,0
Bakırköy,2022,1,0,16,0
Bakırköy,2022,2,0,13,0
Bakırköy,2022,3,0,9,0
Bakırköy,2022,4,0,7,0
Bakırköy,2022,5,0,17,0
Bakırköy,2022,6,0,11,0
Bakırköy,2022,7,0,12,0
Bakırköy,2022,8,0,5,0
Bakırköy,2022,9,0,16,0
Bakırköy,2022,10,0,13,0
Bakırköy,2022,11,0,22,0
Bakırköy,2022,12,0,15,0
Bakırköy,2023,1,0,10,0
Bakırköy,2023,2,0,6,0
Bakırköy,2023,3,0,10,0
Bakırköy,2023,4,0,11,0
Bakırköy,2023,5,0,13,0
Bakırköy,2023,6,0,19,0
Bakırköy,2023,7,0,9,0
Bakırköy,2023,8,0,9,0
Bakırköy,2023,9,0,20,0
Bakırköy,2023,10,0,11,0
Bakırköy,2023,11,0,15,0
Bakırköy,2023,12,0,13,0
Bakırköy,2024,1,0,11,0
Bakırköy,2024,2,0,10,0
Bakırköy,2024,3,0,10,0
Bakırköy,2024,4,0,9,0
Bakırköy,2024,5,0,11,0
Bakırköy,2024,6,0,10,0
Bakırköy,2024,7,0,17,0
Bakırköy,2024,8,0,18,0
Bakırköy,2024,9,0,17,0
Bakırköy,2024,10,0,18,0
Bakırköy,2024,11,0,16,0
Bakırköy,2024,12,0,19,0
Bakırköy,2025,1,0,17,0
Bakırköy,2025,2,0,15,0
Bakırköy,2025,3,0,3,0
Cihangir,2016,4,0,1,0
Cihangir,2016,8,0,1,0
Cihangir,2016,10,0,1,0
Cihangir,2016,12,0,1,0
Cihangir,2017,1,0,1,0
Cihangir,2017,6,0,1,0
Cihangir,2017,7,0,1,0
Cihangir,2017,11,0,1,0
